18.823242187499996	114640.000	Raw
18.798828125	114640.010	Raw
18.823242187499996	114640.020	Raw
18.798828125	114640.030	Raw
18.823242187499996	114640.040	Raw
18.798828125	114640.050	Raw
18.823242187499996	114640.060	Raw
18.798828125	114640.070	Raw
18.798828125	114640.080	Raw
18.798828125	114640.090	Raw
18.823242187499996	114640.100	Raw
18.798828125	114640.110	Raw
18.823242187499996	114640.120	Raw
18.798828125	114640.130	Raw
18.823242187499996	114640.140	Raw
18.798828125	114640.150	Raw
18.823242187499996	114640.160	Raw
18.823242187499996	114640.170	Raw
18.823242187499996	114640.180	Raw
18.823242187499996	114640.190	Raw
18.823242187499996	114640.200	Raw
18.823242187499996	114640.210	Raw
18.823242187499996	114640.220	Raw
18.823242187499996	114640.230	Raw
18.823242187499996	114640.240	Raw
18.823242187499996	114640.250	Raw
18.84765625	114640.260	Raw
18.823242187499996	114640.270	Raw
18.84765625	114640.280	Raw
18.823242187499996	114640.290	Raw
18.84765625	114640.300	Raw
18.823242187499996	114640.310	Raw
18.84765625	114640.320	Raw
18.84765625	114640.330	Raw
18.84765625	114640.340	Raw
18.84765625	114640.350	Raw
18.84765625	114640.360	Raw
18.823242187499996	114640.370	Raw
18.84765625	114640.380	Raw
18.823242187499996	114640.390	Raw
18.84765625	114640.400	Raw
18.84765625	114640.410	Raw
18.84765625	114640.420	Raw
18.84765625	114640.430	Raw
18.84765625	114640.440	Raw
18.84765625	114640.450	Raw
18.84765625	114640.460	Raw
18.84765625	114640.470	Raw
18.84765625	114640.480	Raw
18.84765625	114640.490	Raw
18.84765625	114640.500	Raw
18.84765625	114640.510	Raw
18.84765625	114640.520	Raw
18.823242187499996	114640.530	Raw
18.823242187499996	114640.540	Raw
18.823242187499996	114640.550	Raw
18.823242187499996	114640.560	Raw
18.798828125	114640.570	Raw
18.798828125	114640.580	Raw
18.798828125	114640.590	Raw
18.798828125	114640.600	Raw
18.774414062499996	114640.610	Raw
18.798828125	114640.620	Raw
18.798828125	114640.630	Raw
18.798828125	114640.640	Raw
18.774414062499996	114640.650	Raw
18.798828125	114640.660	Raw
18.798828125	114640.670	Raw
18.823242187499996	114640.680	Raw
18.798828125	114640.690	Raw
18.798828125	114640.700	Raw
18.798828125	114640.710	Raw
18.798828125	114640.720	Raw
18.774414062499996	114640.730	Raw
18.798828125	114640.740	Raw
18.774414062499996	114640.750	Raw
18.798828125	114640.760	Raw
18.774414062499996	114640.770	Raw
18.774414062499996	114640.780	Raw
18.774414062499996	114640.790	Raw
18.774414062499996	114640.800	Raw
18.749999999999996	114640.810	Raw
18.774414062499996	114640.820	Raw
18.749999999999996	114640.830	Raw
18.749999999999996	114640.840	Raw
18.749999999999996	114640.850	Raw
18.749999999999996	114640.860	Raw
18.749999999999996	114640.870	Raw
18.749999999999996	114640.880	Raw
18.749999999999996	114640.890	Raw
18.749999999999996	114640.900	Raw
18.749999999999996	114640.910	Raw
18.749999999999996	114640.920	Raw
18.749999999999996	114640.930	Raw
18.749999999999996	114640.940	Raw
18.749999999999996	114640.950	Raw
18.749999999999996	114640.960	Raw
18.749999999999996	114640.970	Raw
18.749999999999996	114640.980	Raw
18.749999999999996	114640.990	Raw
18.749999999999996	114641.000	Raw
